code	desc
808.42	Closed fracture of ischium
367.4	Presbyopia
V18.19	Family history of other endocrine and metabolic diseases
V62.9	Unspecified psychosocial circumstance
270.6	Disorders of urea cycle metabolism
345.50	Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy
491.0	Simple chronic bronchitis
V56.8	Encounter for other dialysis
723.5	Torticollis, unspecified
576.0	Postcholecystectomy syndrome
881.10	Open wound of forearm, complicated
816.10	Open fracture of phalanx or phalanges of hand, unspecified
759.0	Anomalies of spleen
648.00	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable
296.99	Other specified episodic mood disorder
V14.0	Personal history of allergy to penicillin
396.9	Mitral and aortic valve diseases, unspecified
V74.5	Screening examination for venereal disease
208.90	Unspecified leukemia, without mention of having achieved remission
009.0	Infectious colitis, enteritis, and gastroenteritis
276.0	Hyperosmolality and/or hypernatremia
707.04	Pressure ulcer, hip
998.13	Seroma complicating a procedure
V49.9	Unspecified problems with limbs and other problems
V55.1	Attention to gastrostomy
V85.36	Body Mass Index 36.0-36.9, adult
627.1	Postmenopausal bleeding
681.11	Onychia and paronychia of toe
721.2	Thoracic spondylosis without myelopathy
298.2	Reactive confusion
995.20	Unspecified adverse effect of unspecified drug, medicinal and biological substance
715.00	Osteoarthrosis, generalized, site unspecified
726.60	Enthesopathy of knee, unspecified
410.70	Subendocardial infarction, episode of care unspecified
684	Impetigo
357.7	Polyneuropathy due to other toxic agents
622.4	Stricture and stenosis of cervix
327.00	Organic insomnia, unspecified
557.1	Chronic vascular insufficiency of intestine
302.70	Psychosexual dysfunction, unspecified
994.9	Other effects of external causes
249.60	Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified
454.2	Varicose veins of lower extremities with ulcer and inflammation
290.0	Senile dementia, uncomplicated
355.3	Lesion of lateral popliteal nerve
078.19	Other specified viral warts
111.0	Pityriasis versicolor
302.71	Hypoactive sexual desire disorder
305.20	Cannabis abuse, unspecified
198.89	Secondary malignant neoplasm of other specified sites
654.14	Tumors of body of uterus, postpartum condition or complication
714.4	Chronic postrheumatic arthropathy
530.11	Reflux esophagitis
357.4	Polyneuropathy in other diseases classified elsewhere
719.16	Hemarthrosis, lower leg
582.9	Chronic glomerulonephritis with unspecified pathological lesion in kidney
292.81	Drug-induced delirium
719.03	Effusion of joint, forearm
945.26	Blisters, epidermal loss [second degree] of thigh [any part]
307.23	Tourette's disorder
478.75	Laryngeal spasm
513.0	Abscess of lung
557.0	Acute vascular insufficiency of intestine
V49.72	Other toe(s) amputation status
702.0	Actinic keratosis
520.7	Teething syndrome
444.21	Arterial embolism and thrombosis of upper extremity
624.8	Other specified noninflammatory disorders of vulva and perineum
530.4	Perforation of esophagus
286.4	Von Willebrand's disease
239.6	Neoplasm of unspecified nature of brain
031.2	Disseminated due to other mycobacteria
331.19	Other frontotemporal dementia
368.00	Amblyopia, unspecified
308.9	Unspecified acute reaction to stress
V25.03	Encounter for emergency contraceptive counseling and prescription
V13.02	Personal history, urinary (tract) infection
416.2	Chronic pulmonary embolism
782.62	Flushing
253.2	Panhypopituitarism
253.5	Diabetes insipidus
803.00	Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness
349.82	Toxic encephalopathy
370.00	Corneal ulcer, unspecified
695.4	Lupus erythematosus
996.04	Mechanical complication of automatic implantable cardiac defibrillator
304.20	Cocaine dependence, unspecified
733.09	Other osteoporosis
721.5	Kissing spine
291.9	Unspecified alcohol-induced mental disorders
783.22	Underweight
530.20	Ulcer of esophagus without bleeding
625.4	Premenstrual tension syndromes
516.8	Other specified alveolar and parietoalveolar pneumonopathies
573.4	Hepatic infarction
237.70	Neurofibromatosis, unspecified
715.35	Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh
523.10	Chronic gingivitis, plaque induced
296.33	Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior
626.9	Unspecified disorders of menstruation and other abnormal bleeding from female genital tract
671.80	Other venous complications of pregnancy and the puerperium, unspecified as to episode of care or not applicable
429.2	Cardiovascular disease, unspecified
794.5	Nonspecific abnormal results of function study of thyroid
296.21	Major depressive affective disorder, single episode, mild
V04.89	Need for prophylactic vaccination and inoculation against other viral diseases
289.89	Other specified diseases of blood and blood-forming organs
295.40	Schizophreniform disorder, unspecified
955.2	Injury to ulnar nerve
428.43	Acute on chronic combined systolic and diastolic heart failure
795.89	Other abnormal tumor markers
275.40	Unspecified disorder of calcium metabolism
694.5	Pemphigoid
941.18	Erythema [first degree] of neck
296.44	Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior
805.01	Closed fracture of first cervical vertebra
805.02	Closed fracture of second cervical vertebra
709.09	Other dyschromia
709.4	Foreign body granuloma of skin and subcutaneous tissue
296.32	Major depressive affective disorder, recurrent episode, moderate
307.50	Eating disorder, unspecified
038.9	Unspecified septicemia
995.91	Sepsis
286.6	Defibrination syndrome
945.36	Full-thickness skin loss [third degree NOS] of thigh [any part]
287.32	Evans' syndrome
805.2	Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
873.63	Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication
528.5	Diseases of lips
039.9	Actinomycotic infection of unspecified site
464.00	Acute laryngitis without mention of obstruction
723.9	Unspecified musculoskeletal disorders and symptoms referable to neck
840.9	Sprains and strains of unspecified site of shoulder and upper arm
088.82	Babesiosis
919.4	Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection
E906.4	Bite of nonvenomous arthropod
989.9	Toxic effect of unspecified substance, chiefly nonmedicinal as to source
V70.5	Health examination of defined subpopulations
034.0	Streptococcal sore throat
648.10	Thyroid dysfunction of mother, unspecified as to episode of care or not applicable
647.60	Other viral diseases in the mother, unspecified as to episode of care or not applicable
429.89	Other ill-defined heart diseases
556.8	Other ulcerative colitis
V82.71	Screening for genetic disease carrier status
V42.82	Peripheral stem cells replaced by transplant
348.9	Unspecified condition of brain
715.97	Osteoarthrosis, unspecified whether generalized or localized, ankle and foot
786.52	Painful respiration
784.99	Other symptoms involving head and neck
635.90	Legally induced abortion, without mention of complication, unspecified
V69.2	High-risk sexual behavior
708.2	Urticaria due to cold and heat
726.91	Exostosis of unspecified site
389.04	Conductive hearing loss, inner ear
V23.89	Supervision of other high-risk pregnancy
722.11	Displacement of thoracic intervertebral disc without myelopathy
255.14	Other secondary aldosteronism
276.51	Dehydration
456.4	Scrotal varices
487.0	Influenza with pneumonia
726.61	Pes anserinus tendinitis or bursitis
426.2	Left bundle branch hemiblock
426.9	Conduction disorder, unspecified
520.0	Anodontia
V53.1	Fitting and adjustment of spectacles and contact lenses
V58.0	Encounter for radiotherapy
V58.67	Long-term (current) use of insulin
304.31	Cannabis dependence, continuous
537.84	Dieulafoy lesion (hemorrhagic) of stomach and duodenum
279.8	Other specified disorders involving the immune mechanism
556.5	Left-sided ulcerative (chronic) colitis
871.7	Unspecified ocular penetration
359.1	Hereditary progressive muscular dystrophy
359.21	Myotonic muscular dystrophy
V76.44	Screening for malignant neoplasms of prostate
346.10	Migraine without aura, without mention of intractable migraine without mention of status migrainosus
617.3	Endometriosis of pelvic peritoneum
996.42	Dislocation of prosthetic joint
495.9	Unspecified allergic alveolitis and pneumonitis
682.3	Cellulitis and abscess of upper arm and forearm
079.98	Unspecified chlamydial infection
362.30	Retinal vascular occlusion, unspecified
286.2	Congenital factor XI deficiency
756.16	Klippel-Feil syndrome
447.8	Other specified disorders of arteries and arterioles
290.4	
411.0	Postmyocardial infarction syndrome
438.11	Late effects of cerebrovascular disease, aphasia
719.59	Stiffness of joint, not elsewhere classified, multiple sites
E980.5	Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted
202.10	Mycosis fungoides, unspecified site, extranodal and solid organ sites
156.2	Malignant neoplasm of ampulla of vater
847.2	Sprain of lumbar
V73.89	Special screening examination for other specified viral diseases
375.20	Epiphora, unspecified as to cause
433.1	
079.3	Rhinovirus infection in conditions classified elsewhere and of unspecified site
680.3	Carbuncle and furuncle of upper arm and forearm
099.55	Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site
795.09	Other abnormal Papanicolaou smear of cervix and cervical HPV
215.9	Other benign neoplasm of connective and other soft tissue, site unspecified
842.00	Sprain of wrist, unspecified site
173.71	Basal cell carcinoma of skin of lower limb, including hip
099.9	Venereal disease, unspecified
V22.0	Supervision of normal first pregnancy
618.04	Rectocele
410.42	Acute myocardial infarction of other inferior wall, subsequent episode of care
444.09	Other arterial embolism and thrombosis of abdominal aorta
705.81	Dyshidrosis
V11.3	Personal history of alcoholism
787.23	Dysphagia, pharyngeal phase
921.9	Unspecified contusion of eye
648.93	Other current conditions classifiable elsewhere of mother, antepartum condition or complication
V23.41	Pregnancy with history of pre-term labor
V23.9	Supervision of unspecified high-risk pregnancy
455.7	Unspecified thrombosed hemorrhoids
642.43	Mild or unspecified pre-eclampsia, antepartum condition or complication
651.00	Twin pregnancy, unspecified as to episode of care or not applicable
300.82	Undifferentiated somatoform disorder
735.4	Other hammer toe (acquired)
426.7	Anomalous atrioventricular excitation
344	
879.9	Open wound(s) (multiple) of unspecified site(s), complicated
645.13	Post term pregnancy, antepartum condition or complication
250.12	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled
745.5	Ostium secundum type atrial septal defect
361.9	Unspecified retinal detachment
E922.9	Accident caused by unspecified firearm missile
172.2	Malignant melanoma of skin of ear and external auditory canal
567.38	Other retroperitoneal abscess
333.83	Spasmodic torticollis
296.53	Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior
996.83	Complications of transplanted heart
V23.0	Supervision of high-risk pregnancy with history of infertility
872.00	Open wound of external ear, unspecified site, without mention of complication
916.0	Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection
256.31	Premature menopause
327.01	Insomnia due to medical condition classified elsewhere
552.21	Incisional ventral hernia with obstruction
750.10	Congenital anomaly of tongue, unspecified
472.1	Chronic pharyngitis
569.9	Unspecified disorder of intestine
614.4	Chronic or unspecified parametritis and pelvic cellulitis
V10.05	Personal history of malignant neoplasm of large intestine
305.01	Alcohol abuse, continuous
300.22	Agoraphobia without mention of panic attacks
789.34	Abdominal or pelvic swelling, mass, or lump, left lower quadrant
